Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2010,2017,2018,2020
BLR,Belarus,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,,,,0.666736006736755
BLR,Belarus,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,,,0.7096639275550841
BLR,Belarus,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,,,,0.744484663009644
BLR,Belarus,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,,,,0.6793969869613651
BLR,Belarus,40958,Expected Years of School,Years,13.6509952545166,,13.8009767532349,13.807777404785199
BLR,Belarus,40959,"Expected Years of School, Female",Years,13.5448093414307,,13.758938789367699,13.7667760848999
BLR,Belarus,40960,"Expected Years of School, Male",Years,13.7508277893066,,13.8405494689941,13.846315383911099
BLR,Belarus,40961,Harmonized Test Scores,Score,,,,488.14309692382795
BLR,Belarus,40962,"Harmonized Test Scores, Female",Score,,,,490.41305541992205
BLR,Belarus,40963,"Harmonized Test Scores, Male",Score,,,,486.04812622070295
BLR,Belarus,40964,Learning-Adjusted Years of School,Years,,,,10.784273147583
BLR,Belarus,40965,"Learning-Adjusted Years of School, Female",Years,,,,10.802250862121598
BLR,Belarus,40966,"Learning-Adjusted Years of School, Male",Years,,,,10.7679605484009
BLR,Belarus,40967,Probability of Survival to Age 5,Probability,0.994482517242432,,0.996378839015961,0.996579349040985
BLR,Belarus,40968,"Probability of Survival to Age 5, Female",Probability,0.995192110538483,,0.9968314170837399,0.997005641460419
BLR,Belarus,40969,"Probability of Survival to Age 5, Male",Probability,0.9938060641288761,,0.995949506759644,0.996176183223724
BRA,Brazil,40884,Survival Rate from Age 15-60,Ratio,0.8433172106742859,0.8594,0.8579536676406859,0.8613823652267459
BRA,Brazil,40885,"Survival Rate from Age 15-60, Female",Ratio,0.896428525447845,0.9077,0.907454431056976,0.909704208374023
BRA,Brazil,40886,"Survival Rate from Age 15-60, Male",Ratio,0.7909870147705079,0.8114,0.8091695308685299,0.8137748837471009
BRA,Brazil,40887,Human Capital Index (HCI) (scale 0-1),Score,0.5329524874687189,0.56,0.545723736286163,0.551497936248779
BRA,Brazil,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.528422653675079,0.552,0.540151596069336,0.546363532543182
BRA,Brazil,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,0.537389993667603,0.568,0.551261603832245,0.556369066238403
BRA,Brazil,40896,Fraction of Children Under 5 Not Stunted,%,,0.94,,
BRA,Brazil,40897,"Fraction of Children Under 5 Not Stunted, Female",%,,0.943,,
BRA,Brazil,40898,"Fraction of Children Under 5 Not Stunted, Male",%,,0.937,,
BRA,Brazil,40958,Expected Years of School,Years,11.538148880004899,11.69,11.9070472717285,11.9070472717285
BRA,Brazil,40961,Harmonized Test Scores,Score,414.282165527344,408,408.09939575195295,413.244750976563
BRA,Brazil,40962,"Harmonized Test Scores, Female",Score,415.667388916016,409,408.511383056641,416.28860473632795
BRA,Brazil,40963,"Harmonized Test Scores, Male",Score,412.714447021484,408,407.662689208984,410.198883056641
BRA,Brazil,40964,Learning-Adjusted Years of School,Years,7.64807891845703,7.63,7.77481412887573,7.872839450836179
BRA,Brazil,40967,Probability of Survival to Age 5,Probability,0.981290519237518,0.9852,0.9852107763290409,0.985649168491364
BRA,Brazil,40968,"Probability of Survival to Age 5, Female",Probability,0.9835954904556271,0.987,0.9870067834854129,0.9873839616775509
BRA,Brazil,40969,"Probability of Survival to Age 5, Male",Probability,0.979096174240112,0.9835,0.983493745326996,0.9840046167373661
BRN,Brunei Darussalam,40884,Survival Rate from Age 15-60,Ratio,0.8741251230239871,,0.876307904720306,0.878938317298889
BRN,Brunei Darussalam,40885,"Survival Rate from Age 15-60, Female",Ratio,0.897800385951996,,0.899941384792328,0.9024523496627809
BRN,Brunei Darussalam,40886,"Survival Rate from Age 15-60, Male",Ratio,0.852583110332489,,0.854986608028412,0.857575178146362
BRN,Brunei Darussalam,40887,Human Capital Index (HCI) (scale 0-1),Score,,,,0.626391351222992
BRN,Brunei Darussalam,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,,,,0.644950985908508
BRN,Brunei Darussalam,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,,,0.618847072124481
BRN,Brunei Darussalam,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,,,,0.636101305484772
BRN,Brunei Darussalam,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,,,,0.59967702627182
BRN,Brunei Darussalam,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,,,,0.609418213367462
BRN,Brunei Darussalam,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,,,0.633784651756287
BRN,Brunei Darussalam,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,,,,0.6539074182510379
BRN,Brunei Darussalam,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,,,,0.619187653064728
BRN,Brunei Darussalam,40896,Fraction of Children Under 5 Not Stunted,%,,,0.802999973297119,0.802999973297119
BRN,Brunei Darussalam,40897,"Fraction of Children Under 5 Not Stunted, Female",%,,,0.802999973297119,0.802999973297119
BRN,Brunei Darussalam,40898,"Fraction of Children Under 5 Not Stunted, Male",%,,,0.802999973297119,0.802999973297119
BRN,Brunei Darussalam,40958,Expected Years of School,Years,13.346284866333,,13.0780124664307,13.169410705566401
BRN,Brunei Darussalam,40959,"Expected Years of School, Female",Years,13.447985649108901,,13.213172912597699,13.305164337158198
BRN,Brunei Darussalam,40960,"Expected Years of School, Male",Years,13.2514305114746,,12.952247619628901,13.042354583740199
BRN,Brunei Darussalam,40961,Harmonized Test Scores,Score,,,,437.515930175781
BRN,Brunei Darussalam,40962,"Harmonized Test Scores, Female",Score,,,,445.11257934570295
BRN,Brunei Darussalam,40963,"Harmonized Test Scores, Male",Score,,,,430.0654296875
BRN,Brunei Darussalam,40964,Learning-Adjusted Years of School,Years,,,,9.21892356872559
BRN,Brunei Darussalam,40965,"Learning-Adjusted Years of School, Female",Years,,,,9.47567367553711
BRN,Brunei Darussalam,40966,"Learning-Adjusted Years of School, Male",Years,,,,8.97450542449951
BRN,Brunei Darussalam,40967,Probability of Survival to Age 5,Probability,0.990344405174255,,0.988641262054443,0.988447725772858
BRN,Brunei Darussalam,40968,"Probability of Survival to Age 5, Female",Probability,0.9911152124404911,,0.989602088928223,0.989420831203461
BRN,Brunei Darussalam,40969,"Probability of Survival to Age 5, Male",Probability,0.9896146655082699,,0.98772120475769,0.9875149726867679
BTN,Bhutan,40884,Survival Rate from Age 15-60,Ratio,0.773638486862183,,0.800723671913147,0.806836605072021
BTN,Bhutan,40885,"Survival Rate from Age 15-60, Female",Ratio,0.7698723077774051,,0.801745772361755,0.8088114261627201
BTN,Bhutan,40886,"Survival Rate from Age 15-60, Male",Ratio,0.776953399181366,,0.8000799417495731,0.8053603172302249
BTN,Bhutan,40887,Human Capital Index (HCI) (scale 0-1),Score,,,,0.47529703378677396
BTN,Bhutan,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,,,,0.474738478660584
BTN,Bhutan,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,,,0.45032000541686995
BTN,Bhutan,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,,,,0.45073470473289506
BTN,Bhutan,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,,,,0.442547172307968
BTN,Bhutan,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,,,,0.467461943626404
BTN,Bhutan,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,,,0.499215334653854
BTN,Bhutan,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,,,,0.49860471487045294
BTN,Bhutan,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,,,,0.49045458436012296
BTN,Bhutan,40896,Fraction of Children Under 5 Not Stunted,%,0.6649090051651,,0.787999987602234,0.787999987602234
BTN,Bhutan,40897,"Fraction of Children Under 5 Not Stunted, Female",%,0.6641985177993771,,0.754999995231628,0.754999995231628
BTN,Bhutan,40898,"Fraction of Children Under 5 Not Stunted, Male",%,0.665607392787933,,0.824000000953674,0.824000000953674
BTN,Bhutan,40958,Expected Years of School,Years,,,10.224569320678699,10.224569320678699
BTN,Bhutan,40959,"Expected Years of School, Female",Years,,,10.7033281326294,10.7033281326294
BTN,Bhutan,40960,"Expected Years of School, Male",Years,,,9.76712894439697,9.76712894439697
BTN,Bhutan,40961,Harmonized Test Scores,Score,,,,386.739410400391
BTN,Bhutan,40962,"Harmonized Test Scores, Female",Score,,,,370.20797729492205
BTN,Bhutan,40963,"Harmonized Test Scores, Male",Score,,,,389.172485351563
BTN,Bhutan,40964,Learning-Adjusted Years of School,Years,,,,6.32679033279419
BTN,Bhutan,40965,"Learning-Adjusted Years of School, Female",Years,,,,6.33993196487427
BTN,Bhutan,40966,"Learning-Adjusted Years of School, Male",Years,,,,6.0817561149597195
BTN,Bhutan,40967,Probability of Survival to Age 5,Probability,0.957491159439087,,0.9692265391349789,0.970300734043121
BTN,Bhutan,40968,"Probability of Survival to Age 5, Female",Probability,0.9609704017639159,,0.9720604419708249,0.9730703830718991
BTN,Bhutan,40969,"Probability of Survival to Age 5, Male",Probability,0.954250395298004,,0.9664600491523739,0.9676072597503659
BWA,Botswana,40884,Survival Rate from Age 15-60,Ratio,0.6352730989456179,0.7942,0.7959014177322391,0.798840999603271
BWA,Botswana,40885,"Survival Rate from Age 15-60, Female",Ratio,0.6761507987976071,0.8366,0.836364388465881,0.8397118449211121
BWA,Botswana,40886,"Survival Rate from Age 15-60, Male",Ratio,0.5897561311721801,0.7492,0.7489162683486942,0.752315640449524
BWA,Botswana,40887,Human Capital Index (HCI) (scale 0-1),Score,0.36771211028099104,0.424,0.4125165045261379,0.41402849555015603
BWA,Botswana,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,0.391985714435577,0.446,0.438422560691834,0.4402756690979
BWA,Botswana,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.34576252102851895,0.39799999999999996,0.387712359428406,0.388916105031967
BWA,Botswana,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,0.36415645480155895,0.415,0.41098615527153,0.41243135929107705
BWA,Botswana,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,0.316402018070221,0.363,0.354318827390671,0.35556161403656
BWA,Botswana,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,0.3442342877388,0.39299999999999996,0.386975705623627,0.38842108845710704
BWA,Botswana,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,0.386933922767639,0.445,0.429578989744186,0.4309838712215421
BWA,Botswana,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,0.417320489883423,0.474,0.455691426992416,0.457401841878891
BWA,Botswana,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,0.36937874555587796,0.42100000000000004,0.41044482588768,0.411709696054459
BWA,Botswana,40896,Fraction of Children Under 5 Not Stunted,%,,0.6859999999999999,,
BWA,Botswana,40958,Expected Years of School,Years,7.827937126159671,8.41,8.10485172271729,8.11846351623535
BWA,Botswana,40959,"Expected Years of School, Female",Years,8.25241279602051,8.81,8.500170707702638,8.51934337615967
BWA,Botswana,40960,"Expected Years of School, Male",Years,7.41070985794067,8.02,7.7189474105835,7.72759485244751
BWA,Botswana,40961,Harmonized Test Scores,Score,407.955810546875,391,391.318298339844,391.318298339844
BWA,Botswana,40962,"Harmonized Test Scores, Female",Score,418.159973144531,401,401.36959838867205,401.36959838867205
BWA,Botswana,40963,"Harmonized Test Scores, Male",Score,397.14480590820295,381,380.806549072266,380.806549072266
BWA,Botswana,40964,Learning-Adjusted Years of School,Years,5.10952377319336,5.27,5.074522972106929,5.0830454826355
BWA,Botswana,40965,"Learning-Adjusted Years of School, Female",Years,5.521325588226321,5.66,5.45873594284058,5.4710488319397
BWA,Botswana,40966,"Learning-Adjusted Years of School, Male",Years,4.70900011062622,4.89,4.70308113098145,4.70835018157959
BWA,Botswana,40967,Probability of Survival to Age 5,Probability,0.950161635875702,0.9624,0.9625152349472049,0.9635339975357059
BWA,Botswana,40968,"Probability of Survival to Age 5, Female",Probability,0.9542523026466371,0.966,0.966136932373047,0.9671496152877809
BWA,Botswana,40969,"Probability of Survival to Age 5, Male",Probability,0.946158051490784,0.9591,0.9591264128685001,0.9601700305938721
CAF,Central African Republic,40884,Survival Rate from Age 15-60,Ratio,0.511852204799652,,0.584518074989319,0.591395437717438
CAF,Central African Republic,40885,"Survival Rate from Age 15-60, Female",Ratio,0.535745024681091,,0.62529844045639,0.632054924964905
CAF,Central African Republic,40886,"Survival Rate from Age 15-60, Male",Ratio,0.48659050464630105,,0.5434885025024411,0.550574660301209
CAF,Central African Republic,40887,Human Capital Index (HCI) (scale 0-1),Score,,,,0.29163190722465504
CAF,Central African Republic,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,,,0.2558374106884
CAF,Central African Republic,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,,,0.32074791193008395
CAF,Central African Republic,40896,Fraction of Children Under 5 Not Stunted,%,0.592643141746521,,0.6028560996055601,0.5920000076293951
CAF,Central African Republic,40897,"Fraction of Children Under 5 Not Stunted, Female",%,0.621376633644104,,0.624189019203186,0.6139160394668579
CAF,Central African Republic,40898,"Fraction of Children Under 5 Not Stunted, Male",%,0.5637243986129761,,0.581692934036255,0.570258319377899
CAF,Central African Republic,40958,Expected Years of School,Years,,,4.56999969482422,4.56999969482422
CAF,Central African Republic,40959,"Expected Years of School, Female",Years,,,3.8481028079986603,3.8481028079986603
CAF,Central African Republic,40960,"Expected Years of School, Male",Years,,,5.28889560699463,5.28889560699463
CAF,Central African Republic,40961,Harmonized Test Scores,Score,,,,368.730163574219
CAF,Central African Republic,40964,Learning-Adjusted Years of School,Years,,,,2.69615483283997
CAF,Central African Republic,40967,Probability of Survival to Age 5,Probability,0.849977195262909,,0.880163073539734,0.8835216164588929
CAF,Central African Republic,40968,"Probability of Survival to Age 5, Female",Probability,0.8570216298103329,,0.886727631092072,0.890080869197845
CAF,Central African Republic,40969,"Probability of Survival to Age 5, Male",Probability,0.843286514282227,,0.8737401366233829,0.8774215579032901
CAN,Canada,40884,Survival Rate from Age 15-60,Ratio,0.9317080974578861,0.9408,0.9376502633094791,0.9399721622467041
CAN,Canada,40885,"Survival Rate from Age 15-60, Female",Ratio,0.9476864337921139,0.9531,0.951768457889557,0.953041434288025
CAN,Canada,40886,"Survival Rate from Age 15-60, Male",Ratio,0.9160383343696591,0.9287,0.9238362908363341,0.9271662831306461
CAN,Canada,40887,Human Capital Index (HCI) (scale 0-1),Score,0.774103760719299,0.799,0.800089955329895,0.797520101070404
CAN,Canada,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,0.7860823273658749,0.8079999999999999,0.810381829738617,0.81040757894516
CAN,Canada,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.769612729549408,0.7909999999999999,0.791840016841888,0.789545595645905
CAN,Canada,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,0.7809100151062008,0.8,0.801600575447083,0.800932168960571
CAN,Canada,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,0.757110714912415,0.78,0.7801478505134579,0.77566796541214
CAN,Canada,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,0.7625147104263309,0.79,0.790175378322601,0.785041689872742
CAN,Canada,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,0.778725802898407,0.807,0.8078805804252621,0.8055559992790219
CAN,Canada,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,0.7912900447845459,0.8170000000000001,0.819031834602356,0.8194534778594971
CAN,Canada,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,0.7678989768028259,0.799,0.8001949191093441,0.794975936412811
CAN,Canada,40958,Expected Years of School,Years,13.1215219497681,13.67,13.722015380859402,13.722015380859402
CAN,Canada,40959,"Expected Years of School, Female",Years,13.116861343383801,13.66,13.709587097167999,13.709587097167999
CAN,Canada,40960,"Expected Years of School, Male",Years,13.1260242462158,13.68,13.733804702758801,13.733804702758801
CAN,Canada,40961,Harmonized Test Scores,Score,544.30908203125,537,536.7554931640631,533.997985839844
CAN,Canada,40962,"Harmonized Test Scores, Female",Score,547.162048339844,539,539.057861328125,538.5418701171881
CAN,Canada,40963,"Harmonized Test Scores, Male",Score,541.493408203125,535,534.535888671875,529.5247802734381
CAN,Canada,40964,Learning-Adjusted Years of School,Years,11.4274616241455,11.74,11.7845878601074,11.724045753478999
CAN,Canada,40965,"Learning-Adjusted Years of School, Female",Years,11.4832773208618,11.78,11.8244171142578,11.813098907470698
CAN,Canada,40966,"Learning-Adjusted Years of School, Male",Years,11.372248649597198,11.7,11.7459392547607,11.635824203491199
CAN,Canada,40967,Probability of Survival to Age 5,Probability,0.994350671768188,0.9949,0.99491673707962,0.9950266480445858
CAN,Canada,40968,"Probability of Survival to Age 5, Female",Probability,0.9948078393936161,0.9953,0.995293617248535,0.995399236679077
CAN,Canada,40969,"Probability of Survival to Age 5, Male",Probability,0.993915438652039,0.9945,0.9945590496063229,0.994675755500793
CHE,Switzerland,40884,Survival Rate from Age 15-60,Ratio,0.943171858787537,0.9521,0.952182114124298,0.9538422226905819
CHE,Switzerland,40885,"Survival Rate from Age 15-60, Female",Ratio,0.9584812521934509,0.9640000000000001,0.964049935340881,0.965218484401703
CHE,Switzerland,40886,"Survival Rate from Age 15-60, Male",Ratio,0.9283108711242679,0.9406,0.9406972527503971,0.942809522151947
CHE,Switzerland,40887,Human Capital Index (HCI) (scale 0-1),Score,0.768143713474274,0.767,0.766107618808746,0.7561151385307309
CHE,Switzerland,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,0.7771911025047299,0.774,0.771320283412933,0.764990091323853
CHE,Switzerland,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.7597626447677609,0.7490000000000001,0.756304264068604,0.7467938661575321
CHE,Switzerland,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,0.768654763698578,0.7559999999999999,0.7605013847351071,0.754550218582153
CHE,Switzerland,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,0.7501576542854309,0.74,0.7496685981750492,0.7371234893798829
CHE,Switzerland,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,0.759455025196075,0.762,0.7611218690872191,0.7479087710380551
CHE,Switzerland,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,0.7760102152824399,0.7829999999999999,0.7758251428604129,0.765869855880737
CHE,Switzerland,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,0.7857378721237179,0.789,0.782451689243317,0.775818526744843
CHE,Switzerland,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,0.768529117107391,0.779,0.771945714950562,0.75892961025238
CHE,Switzerland,40958,Expected Years of School,Years,13.1202230453491,13.29,13.2655611038208,13.2655611038208
CHE,Switzerland,40959,"Expected Years of School, Female",Years,13.099744796752901,13.26,13.218459129333501,13.218459129333501
CHE,Switzerland,40960,"Expected Years of School, Male",Years,13.139888763427699,13.32,13.3104095458984,13.3104095458984
CHE,Switzerland,40961,Harmonized Test Scores,Score,534.646301269531,524,523.5562744140631,515.1390380859381
CHE,Switzerland,40962,"Harmonized Test Scores, Female",Score,536.26416015625,525,524.6339111328131,519.268371582031
CHE,Switzerland,40963,"Harmonized Test Scores, Male",Score,533.078552246094,523,522.5650634765631,511.426086425781
CHE,Switzerland,40964,Learning-Adjusted Years of School,Years,11.2234859466553,11.13,11.112428665161099,10.9337730407715
CHE,Switzerland,40965,"Learning-Adjusted Years of School, Female",Years,11.2398777008057,11.13,11.0957632064819,10.9822845458984
CHE,Switzerland,40966,"Learning-Adjusted Years of School, Male",Years,11.2073478698731,11.14,11.128888130188,10.891664505004899
CHE,Switzerland,40967,Probability of Survival to Age 5,Probability,0.9954504370689391,0.9958,0.995797514915466,0.995876908302307
CHE,Switzerland,40968,"Probability of Survival to Age 5, Female",Probability,0.995852828025818,0.9962,0.9961629509925841,0.996237277984619
CHE,Switzerland,40969,"Probability of Survival to Age 5, Male",Probability,0.995068848133087,0.9954,0.99545031785965,0.995536506175995
CHL,Chile,40884,Survival Rate from Age 15-60,Ratio,0.906898438930511,0.9141,0.9154091477394101,0.917748093605042
CHL,Chile,40885,"Survival Rate from Age 15-60, Female",Ratio,0.937562584877014,0.9346,0.940436720848084,0.94149249792099
CHL,Chile,40886,"Survival Rate from Age 15-60, Male",Ratio,0.876169741153717,0.8939,0.890498280525208,0.8941647410392758
CHL,Chile,40887,Human Capital Index (HCI) (scale 0-1),Score,0.62635999917984,0.674,0.665265142917633,0.6516041755676271
CHL,Chile,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,0.643253922462463,0.682,0.677564680576324,0.6657827496528629
CHL,Chile,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.619606018066406,0.659,0.654455244541168,0.641071140766144
CHL,Chile,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,0.634869635105133,0.6509999999999999,0.66601300239563,0.6543067097663879
CHL,Chile,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,0.6024609208106989,0.624,0.638605237007141,0.622950077056885
CHL,Chile,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,0.6100248098373411,0.667,0.65339457988739,0.637953579425812
CHL,Chile,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,0.63313353061676,0.688,0.6754755973815921,0.661716818809509
CHL,Chile,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,0.6512492299079901,0.6859999999999999,0.688876092433929,0.6765999794006351
CHL,Chile,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,0.617963373661041,0.669,0.6680134534835821,0.6521480679512021
CHL,Chile,40896,Fraction of Children Under 5 Not Stunted,%,,0.9751,,
CHL,Chile,40897,"Fraction of Children Under 5 Not Stunted, Female",%,,0.9779,,
CHL,Chile,40898,"Fraction of Children Under 5 Not Stunted, Male",%,,0.9724,,
CHL,Chile,40958,Expected Years of School,Years,12.421873092651401,12.85,13.0017833709717,13.0017833709717
CHL,Chile,40959,"Expected Years of School, Female",Years,12.5661277770996,12.93,13.054718017578098,13.054718017578098
CHL,Chile,40960,"Expected Years of School, Male",Years,12.283670425415002,12.77,12.951250076294,12.951250076294
CHL,Chile,40961,Harmonized Test Scores,Score,453.89013671875,466,465.74441528320295,452.21823120117205
CHL,Chile,40962,"Harmonized Test Scores, Female",Score,452.29470825195295,465,464.657043457031,453.618408203125
CHL,Chile,40963,"Harmonized Test Scores, Male",Score,455.424011230469,467,466.879211425781,450.853088378906
CHL,Chile,40964,Learning-Adjusted Years of School,Years,9.0210657119751,9.57,9.68881225585938,9.407429695129391
CHL,Chile,40965,"Learning-Adjusted Years of School, Female",Years,9.09374904632568,9.61,9.70554733276367,9.47497653961182
CHL,Chile,40966,"Learning-Adjusted Years of School, Male",Years,8.950845718383789,9.54,9.6746711730957,9.34257698059082
CHL,Chile,40967,Probability of Survival to Age 5,Probability,0.991299450397491,0.9926,0.992574036121368,0.9928076863288879
CHL,Chile,40968,"Probability of Survival to Age 5, Female",Probability,0.9920750856399541,0.9932,0.9932119846343991,0.993425369262695
CHL,Chile,40969,"Probability of Survival to Age 5, Male",Probability,0.9905579090118409,0.992,0.9919673204422,0.992223680019379
CHN,China,40884,Survival Rate from Age 15-60,Ratio,0.906525731086731,0.9212,0.921419441699982,0.9235911369323729
CHN,China,40885,"Survival Rate from Age 15-60, Female",Ratio,0.925406813621521,0.9339,0.938908755779266,0.9405469298362729
CHN,China,40886,"Survival Rate from Age 15-60, Male",Ratio,0.888718664646149,0.9092,0.904884576797485,0.907561540603638
CHN,China,40887,Human Capital Index (HCI) (scale 0-1),Score,,0.6729999999999999,0.6470988392829901,0.65310263633728
CHN,China,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,,0.674,0.65461403131485,0.659177899360657
CHN,China,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,0.662,0.634328007698059,0.639979422092438
CHN,China,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,,0.664,0.641133248806,0.6454201340675351
CHN,China,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,,0.648,0.626458466053009,0.632632613182068
CHN,China,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,,0.657,0.640095114707947,0.6466415524482729
CHN,China,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,0.6829999999999999,0.658933520317078,0.665241241455078
CHN,China,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,,0.6829999999999999,0.667152404785156,0.671957969665527
CHN,China,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,,0.6659999999999999,0.652821958065033,0.6596942543983461
CHN,China,40896,Fraction of Children Under 5 Not Stunted,%,0.90200001001358,0.919,0.9190000295639041,0.9190000295639041
CHN,China,40897,"Fraction of Children Under 5 Not Stunted, Female",%,0.90200001001358,,0.9190000295639041,0.9190000295639041
CHN,China,40898,"Fraction of Children Under 5 Not Stunted, Male",%,0.90200001001358,,0.9190000295639041,0.9190000295639041
CHN,China,40958,Expected Years of School,Years,,13.25,12.9980049133301,13.137793540954599
CHN,China,40959,"Expected Years of School, Female",Years,,13.32,13.0906476974487,13.194190979003901
CHN,China,40960,"Expected Years of School, Male",Years,,13.19,12.9108600616455,13.063468933105499
CHN,China,40961,Harmonized Test Scores,Score,,456,441,441
CHN,China,40962,"Harmonized Test Scores, Female",Score,,456,441,441
CHN,China,40963,"Harmonized Test Scores, Male",Score,,456,441,441
CHN,China,40964,Learning-Adjusted Years of School,Years,,9.67,9.1713924407959,9.27002716064453
CHN,China,40965,"Learning-Adjusted Years of School, Female",Years,,9.72,9.23676109313965,9.309821128845211
CHN,China,40966,"Learning-Adjusted Years of School, Male",Years,,9.62,9.109903335571289,9.217583656311039
CHN,China,40967,Probability of Survival to Age 5,Probability,0.9842405915260309,0.9907,0.990769326686859,0.991399228572845
CHN,China,40968,"Probability of Survival to Age 5, Female",Probability,0.985345304012299,0.9913,0.991372585296631,0.991936028003693
CHN,China,40969,"Probability of Survival to Age 5, Male",Probability,0.98319137096405,0.9901,0.990208506584167,0.9908891916275021
CIV,Cote d'Ivoire,40884,Survival Rate from Age 15-60,Ratio,0.594907462596893,0.6139,0.652050018310547,0.6600455045700071
CIV,Cote d'Ivoire,40885,"Survival Rate from Age 15-60, Female",Ratio,0.610759139060974,0.6356,0.670785665512085,0.679018318653107
CIV,Cote d'Ivoire,40886,"Survival Rate from Age 15-60, Male",Ratio,0.581895470619202,0.5938,0.6356977224349979,0.643198907375336
CIV,Cote d'Ivoire,40887,Human Capital Index (HCI) (scale 0-1),Score,0.303838104009628,0.353,0.369968354701996,0.37988933920860296
CIV,Cote d'Ivoire,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,0.301761269569397,0.32299999999999995,0.36694416403770497,0.37777540087699896
CIV,Cote d'Ivoire,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.293173938989639,0.33399999999999996,0.352786034345627,0.361500650644302
